EntryID	Reaction	Buffer	ECNumber	CellularLocation	UniProtKB_AC	Tissue	Enzyme Variant	Enzymename	Organism	Temperature	pH	Activator	Cofactor	Inhibitor	KeggReactionID	KineticMechanismType	Other Modifier	parameter.type	parameter.associatedSpecies	parameter.startValue	parameter.endValue	parameter.standardDeviation	parameter.unit	Pathway	Product	PubMedID	Publication	Rate Equation	SabioReactionID	Substrate
2045	UTP + D-Glucose 1-phosphate = UDPglucose + Diphosphate	[ 90 mM Tris-acetate, 2 mM magnesium acetate, 0.4 mM NADP, phosphoglucomutase, glucose-6-phosphate dehydrogenase]	2.7.7.9	[unknown, unknown, unknown, unknown, unknown]	Q07130	liver	wildtype	UTP---glucose-1-phosphate uridylyltransferase	Bos taurus	-	7.8				R00289	unknown		concentration	Diphosphate	0.002		-	M	Starch and Sucrose metabolism	Diphosphate;UDPglucose	4436332	Turnquist RL, Gillett TA, Hansen RG: Uridine diphosphate glucose pyrophosphorylase, J Biol Chem 1974 (249) , 7695-700	unknown	68	UTP;D-Glucose 1-phosphate
2045	UTP + D-Glucose 1-phosphate = UDPglucose + Diphosphate	[ 90 mM Tris-acetate, 2 mM magnesium acetate, 0.4 mM NADP, phosphoglucomutase, glucose-6-phosphate dehydrogenase]	2.7.7.9	[unknown, unknown, unknown, unknown, unknown]	Q07130	liver	wildtype	UTP---glucose-1-phosphate uridylyltransferase	Bos taurus	-	7.8				R00289	unknown		Km	UDPglucose	6.0E-5		-	M	Starch and Sucrose metabolism	Diphosphate;UDPglucose	4436332	Turnquist RL, Gillett TA, Hansen RG: Uridine diphosphate glucose pyrophosphorylase, J Biol Chem 1974 (249) , 7695-700	unknown	68	UTP;D-Glucose 1-phosphate
2045	UTP + D-Glucose 1-phosphate = UDPglucose + Diphosphate	[ 90 mM Tris-acetate, 2 mM magnesium acetate, 0.4 mM NADP, phosphoglucomutase, glucose-6-phosphate dehydrogenase]	2.7.7.9	[unknown, unknown, unknown, unknown, unknown]	Q07130	liver	wildtype	UTP---glucose-1-phosphate uridylyltransferase	Bos taurus	-	7.8				R00289	unknown		Keq		0.2		-	-	Starch and Sucrose metabolism	Diphosphate;UDPglucose	4436332	Turnquist RL, Gillett TA, Hansen RG: Uridine diphosphate glucose pyrophosphorylase, J Biol Chem 1974 (249) , 7695-700	unknown	68	UTP;D-Glucose 1-phosphate
2045	UTP + D-Glucose 1-phosphate = UDPglucose + Diphosphate	[ 90 mM Tris-acetate, 2 mM magnesium acetate, 0.4 mM NADP, phosphoglucomutase, glucose-6-phosphate dehydrogenase]	2.7.7.9	[unknown, unknown, unknown, unknown, unknown]	Q07130	liver	wildtype	UTP---glucose-1-phosphate uridylyltransferase	Bos taurus	-	7.8				R00289	unknown		concentration	UDPglucose	4.0E-4		-	M	Starch and Sucrose metabolism	Diphosphate;UDPglucose	4436332	Turnquist RL, Gillett TA, Hansen RG: Uridine diphosphate glucose pyrophosphorylase, J Biol Chem 1974 (249) , 7695-700	unknown	68	UTP;D-Glucose 1-phosphate
2045	UTP + D-Glucose 1-phosphate = UDPglucose + Diphosphate	[ 90 mM Tris-acetate, 2 mM magnesium acetate, 0.4 mM NADP, phosphoglucomutase, glucose-6-phosphate dehydrogenase]	2.7.7.9	[unknown, unknown, unknown, unknown, unknown]	Q07130	liver	wildtype	UTP---glucose-1-phosphate uridylyltransferase	Bos taurus	-	7.8				R00289	unknown		Km	UTP	2.0E-4		-	M	Starch and Sucrose metabolism	Diphosphate;UDPglucose	4436332	Turnquist RL, Gillett TA, Hansen RG: Uridine diphosphate glucose pyrophosphorylase, J Biol Chem 1974 (249) , 7695-700	unknown	68	UTP;D-Glucose 1-phosphate
2045	UTP + D-Glucose 1-phosphate = UDPglucose + Diphosphate	[ 90 mM Tris-acetate, 2 mM magnesium acetate, 0.4 mM NADP, phosphoglucomutase, glucose-6-phosphate dehydrogenase]	2.7.7.9	[unknown, unknown, unknown, unknown, unknown]	Q07130	liver	wildtype	UTP---glucose-1-phosphate uridylyltransferase	Bos taurus	-	7.8				R00289	unknown		Km	D-Glucose 1-phosphate	5.5E-5		-	M	Starch and Sucrose metabolism	Diphosphate;UDPglucose	4436332	Turnquist RL, Gillett TA, Hansen RG: Uridine diphosphate glucose pyrophosphorylase, J Biol Chem 1974 (249) , 7695-700	unknown	68	UTP;D-Glucose 1-phosphate
2045	UTP + D-Glucose 1-phosphate = UDPglucose + Diphosphate	[ 90 mM Tris-acetate, 2 mM magnesium acetate, 0.4 mM NADP, phosphoglucomutase, glucose-6-phosphate dehydrogenase]	2.7.7.9	[unknown, unknown, unknown, unknown, unknown]	Q07130	liver	wildtype	UTP---glucose-1-phosphate uridylyltransferase	Bos taurus	-	7.8				R00289	unknown		Km	Diphosphate	8.4E-5		-	M	Starch and Sucrose metabolism	Diphosphate;UDPglucose	4436332	Turnquist RL, Gillett TA, Hansen RG: Uridine diphosphate glucose pyrophosphorylase, J Biol Chem 1974 (249) , 7695-700	unknown	68	UTP;D-Glucose 1-phosphate
2046	UTP + D-Glucose 1-phosphate = UDPglucose + Diphosphate	[ 90 mM Tris-acetate, 2 mM magnesium acetate, 0.4 mM NADP, phosphoglucomutase, glucose-6-phosphate dehydrogenase]	2.7.7.9	[unknown, unknown, unknown, unknown, unknown, unknown, unknown]		liver	wildtype	UTP---glucose-1-phosphate uridylyltransferase	Oryctolagus cuniculus	-	7.8			UDPgalactose;D-Galactose 1-phosphate	R00289	unknown		Km	UDPglucose	6.6E-5		-	M	Starch and Sucrose metabolism	Diphosphate;UDPglucose	4436332	Turnquist RL, Gillett TA, Hansen RG: Uridine diphosphate glucose pyrophosphorylase, J Biol Chem 1974 (249) , 7695-700	unknown	68	UTP;D-Glucose 1-phosphate
2046	UTP + D-Glucose 1-phosphate = UDPglucose + Diphosphate	[ 90 mM Tris-acetate, 2 mM magnesium acetate, 0.4 mM NADP, phosphoglucomutase, glucose-6-phosphate dehydrogenase]	2.7.7.9	[unknown, unknown, unknown, unknown, unknown, unknown, unknown]		liver	wildtype	UTP---glucose-1-phosphate uridylyltransferase	Oryctolagus cuniculus	-	7.8			UDPgalactose;D-Galactose 1-phosphate	R00289	unknown		Km	D-Glucose 1-phosphate	4.6E-5		-	M	Starch and Sucrose metabolism	Diphosphate;UDPglucose	4436332	Turnquist RL, Gillett TA, Hansen RG: Uridine diphosphate glucose pyrophosphorylase, J Biol Chem 1974 (249) , 7695-700	unknown	68	UTP;D-Glucose 1-phosphate
2046	UTP + D-Glucose 1-phosphate = UDPglucose + Diphosphate	[ 90 mM Tris-acetate, 2 mM magnesium acetate, 0.4 mM NADP, phosphoglucomutase, glucose-6-phosphate dehydrogenase]	2.7.7.9	[unknown, unknown, unknown, unknown, unknown, unknown, unknown]		liver	wildtype	UTP---glucose-1-phosphate uridylyltransferase	Oryctolagus cuniculus	-	7.8			UDPgalactose;D-Galactose 1-phosphate	R00289	unknown		Ki	UDPgalactose	2.2E-4		-	M	Starch and Sucrose metabolism	Diphosphate;UDPglucose	4436332	Turnquist RL, Gillett TA, Hansen RG: Uridine diphosphate glucose pyrophosphorylase, J Biol Chem 1974 (249) , 7695-700	unknown	68	UTP;D-Glucose 1-phosphate
